icon,datetime,temp,windspeed,preciptype,description
snow,2019-02-20,1,15.7,"rain, snow",Partly cloudy throughout the day with rain or snow.
snow,2019-02-21,7,15.7,"rain, snow",Partly cloudy throughout the day with morning rain or snow.
rain,2019-02-22,8.3,15.7,rain,Partly cloudy throughout the day with early morning rain.
rain,2019-02-23,4.5,16,rain,Cloudy skies throughout the day with rain.
rain,2019-02-24,7.8,30.7,rain,Partly cloudy throughout the day with rain clearing later.
rain,2019-02-25,7.3,48.7,rain,Clear conditions throughout the day with morning rain.
partly-cloudy-day,2019-02-26,6.1,21.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-02-27,2.7,17.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-02-28,6.1,31,--,Clearing in the afternoon.
snow,2019-03-01,2,21,"rain, snow",Cloudy skies throughout the day with rain or snow.
snow,2019-03-02,5.3,18.7,rain,Cloudy skies throughout the day with early morning snow or rain.
snow,2019-03-03,5,20,rain,Cloudy skies throughout the day with rain or snow.
snow,2019-03-04,2.8,28.3,rain,Partly cloudy throughout the day with rain or snow clearing later.
partly-cloudy-day,2019-03-05,0.7,36.6,--,Clearing in the afternoon.
partly-cloudy-day,2019-03-06,-2.4,37.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-03-07,1,21.7,--,Partly cloudy throughout the day.
snow,2019-03-08,2,18.1,"rain, snow",Partly cloudy throughout the day with rain or snow.
rain,2019-03-09,3.9,16.3,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2019-03-10,8.4,25,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2019-03-11,13.1,35.1,--,Partly cloudy throughout the day.
clear-day,2019-03-12,8,28.5,--,Clear conditions throughout the day.
partly-cloudy-day,2019-03-13,7.9,20.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-03-14,14.6,26.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-03-15,20.4,41.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-03-16,10.5,37.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-03-17,7.1,21.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-03-18,6.7,16,--,Partly cloudy throughout the day.
clear-day,2019-03-19,6.6,14.6,--,Clear conditions throughout the day.
partly-cloudy-day,2019-03-20,7.9,17.9,--,Partly cloudy throughout the day.
rain,2019-03-21,7.9,37.3,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2019-03-22,8.2,39.8,rain,Partly cloudy throughout the day with rain.
clear-day,2019-03-23,7.2,35,--,Clear conditions throughout the day.
partly-cloudy-day,2019-03-24,10.4,20.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-03-25,12.2,26.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-03-26,7.4,28.9,--,Clearing in the afternoon.
partly-cloudy-day,2019-03-27,6.9,16.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-03-28,9.4,25,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-03-29,14.9,17.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-03-30,17.5,28.2,--,Partly cloudy throughout the day.
rain,2019-03-31,13.3,41.6,rain,Partly cloudy throughout the day with rain in the morning and afternoon.
partly-cloudy-day,2019-04-01,5.2,32.1,--,Partly cloudy throughout the day.
rain,2019-04-02,6.6,19.3,rain,Partly cloudy throughout the day with late afternoon rain.
clear-day,2019-04-03,12.7,31.1,--,Clear conditions throughout the day.
partly-cloudy-day,2019-04-04,13.9,19.5,--,Partly cloudy throughout the day.
rain,2019-04-05,10.2,20,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2019-04-06,13.4,14.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-04-07,16.5,25.1,--,Partly cloudy throughout the day.
rain,2019-04-08,20.2,27.1,rain,Partly cloudy throughout the day with rain.
rain,2019-04-09,20.9,35.4,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2019-04-10,17.3,28.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-04-11,13.1,28.3,--,Partly cloudy throughout the day.
rain,2019-04-12,15.2,21.4,rain,Partly cloudy throughout the day with rain.
rain,2019-04-13,19.8,15.8,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2019-04-14,20.7,36.7,--,Partly cloudy throughout the day.
rain,2019-04-15,15.2,44.3,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2019-04-16,13.7,21.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-04-17,16.8,21.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-04-18,18.5,28.5,--,Partly cloudy throughout the day.
rain,2019-04-19,21.2,30.1,rain,Partly cloudy throughout the day with rain.
rain,2019-04-20,20.2,33.9,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2019-04-21,16.4,20.4,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2019-04-22,17.8,27.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-04-23,20.1,23.5,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2019-04-24,21.2,27.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-04-25,19.5,17.7,--,Partly cloudy throughout the day.
rain,2019-04-26,17.6,27.3,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2019-04-27,17.1,47.2,--,Partly cloudy throughout the day.
rain,2019-04-28,15.7,32.6,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2019-04-29,12.3,21.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-04-30,19.5,23,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-05-01,17.6,23,--,Partly cloudy throughout the day.
rain,2019-05-02,20.4,21.2,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2019-05-03,21.7,20.8,--,Clearing in the afternoon.
rain,2019-05-04,21,19.2,rain,Partly cloudy throughout the day with rain.
rain,2019-05-05,18,26.3,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2019-05-06,19.2,20.9,--,Partly cloudy throughout the day.
rain,2019-05-07,21.1,23.8,rain,Partly cloudy throughout the day with afternoon rain.
rain,2019-05-08,19.8,23.5,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2019-05-09,20,17.8,--,Partly cloudy throughout the day.
rain,2019-05-10,22.3,32.3,rain,Partly cloudy throughout the day with rain.
rain,2019-05-11,18.5,18,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2019-05-12,14,26.6,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2019-05-13,12.1,22.6,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2019-05-14,13.8,33.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-05-15,17.4,24.7,--,Becoming cloudy in the afternoon.
rain,2019-05-16,19.1,23.1,rain,Clearing in the afternoon with morning rain.
partly-cloudy-day,2019-05-17,20.5,18.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-05-18,23.2,14.6,--,Partly cloudy throughout the day.
rain,2019-05-19,24.2,23.6,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2019-05-20,26.8,28.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-05-21,19.8,30.7,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2019-05-22,18.3,17.3,--,Partly cloudy throughout the day.
rain,2019-05-23,20.9,45.2,rain,Partly cloudy throughout the day with afternoon rain.
partly-cloudy-day,2019-05-24,24.4,32.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-05-25,22.7,21.4,--,Partly cloudy throughout the day.
rain,2019-05-26,25.6,20.1,rain,Becoming cloudy in the afternoon with rain.
rain,2019-05-27,25,23,rain,Partly cloudy throughout the day with rain clearing later.
rain,2019-05-28,25.8,21.4,rain,Partly cloudy throughout the day with morning rain.
rain,2019-05-29,28.3,30.6,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2019-05-30,25.7,34.6,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2019-05-31,24.7,16.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-06-01,24.8,19.3,--,Partly cloudy throughout the day.
rain,2019-06-02,23.7,30.7,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2019-06-03,20.2,29.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-06-04,19.6,21.2,--,Partly cloudy throughout the day.
rain,2019-06-05,23.5,23.6,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2019-06-06,26.7,22.1,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2019-06-07,24.3,19.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2019-06-08,24,30.8,--,Partly cloudy throughout the day.
rain,2019-06-09,20.9,31.9,rain,Partly cloudy throughout the day with rain.
rain,2019-06-10,20.8,19.9,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
rain,2019-06-11,22.5,36.2,rain,Partly cloudy throughout the day with early morning rain.
rain,2019-06-12,20.9,21.4,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2019-06-13,20,24.8,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2019-06-14,19.7,38,--,Partly cloudy throughout the day.
