icon,datetime,temp,windspeed,preciptype,description
rain,2022-10-01,15.5,32.6,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2022-10-02,14.7,32.5,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2022-10-03,10.4,32.6,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2022-10-04,10.5,28.6,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2022-10-05,14.2,28.9,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2022-10-06,18.1,14.5,rain,Partly cloudy throughout the day.
partly-cloudy-day,2022-10-07,18.9,29.9,rain,Partly cloudy throughout the day.
partly-cloudy-day,2022-10-08,13.1,28.8,rain,Partly cloudy throughout the day.
clear-day,2022-10-09,12.1,17.8,--,Clear conditions throughout the day.
clear-day,2022-10-10,13.9,14.4,--,Clear conditions throughout the day.
clear-day,2022-10-11,15.1,17.4,--,Clear conditions throughout the day.
partly-cloudy-day,2022-10-12,16.2,23.2,--,Partly cloudy throughout the day.
rain,2022-10-13,18.5,25,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2022-10-14,15.6,16,rain,Clearing in the afternoon with early morning rain.
clear-day,2022-10-15,16.2,24.1,rain,Clear conditions throughout the day.
rain,2022-10-16,16.3,14.1,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2022-10-17,16.5,31.1,rain,Cloudy skies throughout the day with rain.
partly-cloudy-day,2022-10-18,10.2,27.1,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2022-10-19,8.9,28.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2022-10-20,10.2,27.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2022-10-21,12.4,12.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2022-10-22,13.6,15.9,--,Becoming cloudy in the afternoon.
rain,2022-10-23,13.7,22.2,rain,Cloudy skies throughout the day with late afternoon rain.
rain,2022-10-24,15.7,21.5,rain,Cloudy skies throughout the day with early morning rain.
rain,2022-10-25,16.3,12.7,rain,Cloudy skies throughout the day with early morning rain.
rain,2022-10-26,16.6,21.4,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2022-10-27,14.9,29,--,Partly cloudy throughout the day.
partly-cloudy-day,2022-10-28,11.6,21.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2022-10-29,12,17.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2022-10-30,11,15.8,rain,Partly cloudy throughout the day.
rain,2022-10-31,15.3,19.9,rain,Cloudy skies throughout the day with rain.
rain,2022-11-01,18,25.3,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2022-11-02,16.4,16.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2022-11-03,15.6,12.4,rain,Clearing in the afternoon.
partly-cloudy-day,2022-11-04,16.4,14.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2022-11-05,20.7,28.9,--,Partly cloudy throughout the day.
rain,2022-11-06,21.4,20.7,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2022-11-07,21.6,23.7,--,Clearing in the afternoon.
partly-cloudy-day,2022-11-08,13,30.6,--,Clearing in the afternoon.
clear-day,2022-11-09,10.9,17.7,--,Clear conditions throughout the day.
partly-cloudy-day,2022-11-10,14.7,13.9,--,Partly cloudy throughout the day.
rain,2022-11-11,19.6,31.6,rain,Cloudy skies throughout the day with rain.
rain,2022-11-12,19.6,36.4,rain,Partly cloudy throughout the day with rain.
rain,2022-11-13,8.4,36.4,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2022-11-14,6.3,17.6,--,Partly cloudy throughout the day.
rain,2022-11-15,4.6,25,rain,Partly cloudy throughout the day with rain.
rain,2022-11-16,7.3,27.3,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2022-11-17,4.9,36,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2022-11-18,4.5,28.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2022-11-19,3.8,21.7,--,Clearing in the afternoon.
clear-day,2022-11-20,2,40,--,Partly cloudy throughout the day.
clear-day,2022-11-21,3,23.5,--,Clear conditions throughout the day.
clear-day,2022-11-22,6.4,21.7,--,Clear conditions throughout the day.
clear-day,2022-11-23,7.7,20,--,Clear conditions throughout the day.
partly-cloudy-day,2022-11-24,7.7,14.3,--,Partly cloudy throughout the day.
rain,2022-11-25,10.6,31.1,rain,Partly cloudy throughout the day with morning rain.
partly-cloudy-day,2022-11-26,9.3,16.6,--,Becoming cloudy in the afternoon.
rain,2022-11-27,10.7,29.1,rain,Cloudy skies throughout the day with rain in the morning and afternoon.
rain,2022-11-28,10.8,39.8,rain,Partly cloudy throughout the day with morning rain.
partly-cloudy-day,2022-11-29,7.3,16.2,--,Partly cloudy throughout the day.
rain,2022-11-30,10.3,31.2,rain,Partly cloudy throughout the day with rain in the morning and afternoon.
partly-cloudy-day,2022-12-01,5,34.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2022-12-02,5,20.1,--,Partly cloudy throughout the day.
rain,2022-12-03,12.5,33,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2022-12-04,5.1,23.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2022-12-05,4.2,16.3,--,Partly cloudy throughout the day.
rain,2022-12-06,7,14.5,rain,Cloudy skies throughout the day with rain.
rain,2022-12-07,12,12.7,rain,Cloudy skies throughout the day with rain in the morning and afternoon.
partly-cloudy-day,2022-12-08,10.7,19.6,rain,Partly cloudy throughout the day.
partly-cloudy-day,2022-12-09,6.8,19.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2022-12-10,4.3,12.5,freezing rain,Partly cloudy throughout the day.
partly-cloudy-day,2022-12-11,6.4,12.5,rain,Partly cloudy throughout the day.
cloudy,2022-12-12,5.8,27,--,Cloudy skies throughout the day.
partly-cloudy-day,2022-12-13,3,24.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2022-12-14,2.2,14,--,Partly cloudy throughout the day.
snow,2022-12-15,4.3,21.9,rain,Cloudy skies throughout the day with a chance of rain or snow throughout the day.
rain,2022-12-16,7.1,28.8,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2022-12-17,5.9,21.9,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2022-12-18,3.9,32.7,snow,Partly cloudy throughout the day.
partly-cloudy-day,2022-12-19,1.7,26.9,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2022-12-20,1.2,15.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2022-12-21,2,17.4,"freezing rain, snow",Clearing in the afternoon.
rain,2022-12-22,5.8,30.2,rain,Cloudy skies throughout the day with rain.
rain,2022-12-23,0.4,47.9,"rain, snow",Partly cloudy throughout the day with a chance of rain or snow throughout the day.
partly-cloudy-day,2022-12-24,-9.7,25.6,--,Partly cloudy throughout the day.
clear-day,2022-12-25,-4.9,20.3,--,Clear conditions throughout the day.
partly-cloudy-day,2022-12-26,-2.6,14.2,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2022-12-27,1.6,9.3,--,Clearing in the afternoon.
partly-cloudy-day,2022-12-28,2.5,19.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2022-12-29,4.7,12.6,--,Clearing in the afternoon.
partly-cloudy-day,2022-12-30,7.8,16.2,--,Becoming cloudy in the afternoon.
rain,2022-12-31,10.7,17.9,rain,Cloudy skies throughout the day with rain.
rain,2023-01-01,11,14.2,rain,Clearing in the afternoon with morning rain.
partly-cloudy-day,2023-01-02,10.5,14.7,rain,Partly cloudy throughout the day.
cloudy,2023-01-03,15.2,28.5,rain,Cloudy skies throughout the day.
partly-cloudy-day,2023-01-04,15.3,22.8,rain,Partly cloudy throughout the day.
partly-cloudy-day,2023-01-05,13.5,20.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-01-06,8.9,34.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-01-07,6.6,24.7,--,Partly cloudy throughout the day.
rain,2023-01-08,3.3,26.7,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2023-01-09,5.8,27.5,rain,Clearing in the afternoon.
partly-cloudy-day,2023-01-10,4.6,15.8,--,Partly cloudy throughout the day.
rain,2023-01-11,4.4,17.4,"rain, freezing rain",Partly cloudy throughout the day with late afternoon rain.
rain,2023-01-12,8.5,16.8,rain,Cloudy skies throughout the day with rain.
rain,2023-01-13,9,36.5,rain,Partly cloudy throughout the day with rain clearing later.
cloudy,2023-01-14,2.2,39.3,"rain, snow",Cloudy skies throughout the day.
clear-day,2023-01-15,2.4,32.7,"rain, snow",Clear conditions throughout the day.
partly-cloudy-day,2023-01-16,5.4,23.8,"rain, snow",Partly cloudy throughout the day.
rain,2023-01-17,5.2,12.9,rain,Cloudy skies throughout the day with rain in the morning and afternoon.
partly-cloudy-day,2023-01-18,8.8,23.7,rain,Clearing in the afternoon.
rain,2023-01-19,7,16,rain,Cloudy skies throughout the day with rain.
partly-cloudy-day,2023-01-20,7.8,37.7,rain,Partly cloudy throughout the day.
partly-cloudy-day,2023-01-21,5.1,21.7,--,Partly cloudy throughout the day.
rain,2023-01-22,3.2,21.5,rain,Partly cloudy throughout the day with rain.
rain,2023-01-23,5.6,39.3,rain,Cloudy skies throughout the day with rain clearing later.
partly-cloudy-day,2023-01-24,5.1,16.6,--,Partly cloudy throughout the day.
rain,2023-01-25,4.9,18.2,rain,Cloudy skies throughout the day with rain.
rain,2023-01-26,7.2,34.4,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2023-01-27,3.9,23.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-01-28,6.7,21.3,--,Partly cloudy throughout the day.
rain,2023-01-29,7.1,21.8,rain,Partly cloudy throughout the day with afternoon rain.
partly-cloudy-day,2023-01-30,9.2,14,--,Partly cloudy throughout the day.
rain,2023-01-31,5.2,23.2,rain,Partly cloudy throughout the day with rain in the morning and afternoon.
snow,2023-02-01,2,24.6,"rain, snow",Partly cloudy throughout the day with rain or snow clearing later.
cloudy,2023-02-02,2.2,18.2,--,Cloudy skies throughout the day.
partly-cloudy-day,2023-02-03,-0.2,45.2,--,Clearing in the afternoon.
partly-cloudy-day,2023-02-04,-4.2,27.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-02-05,6.8,28.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-02-06,8.7,32.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-02-07,5.2,18.5,freezing rain,Partly cloudy throughout the day.
partly-cloudy-day,2023-02-08,11.8,23.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-02-09,12.8,25.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-02-10,14.2,34.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-02-11,7.3,28.5,--,Partly cloudy throughout the day.
rain,2023-02-12,4.2,29.1,rain,Cloudy skies throughout the day with rain.
rain,2023-02-13,8.2,25.4,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2023-02-14,8.9,16.5,--,Partly cloudy throughout the day.
rain,2023-02-15,13.5,27,rain,Partly cloudy throughout the day with morning rain.
rain,2023-02-16,12.5,18.1,rain,Cloudy skies throughout the day with rain.
rain,2023-02-17,10.8,40.5,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2023-02-18,2.7,33.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-02-19,9.3,32.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-02-20,11.3,20.3,--,Partly cloudy throughout the day.
rain,2023-02-21,12.3,25.3,rain,Partly cloudy throughout the day with early morning rain.
rain,2023-02-22,9.2,19.8,rain,Partly cloudy throughout the day with morning rain.
partly-cloudy-day,2023-02-23,13.9,17.4,rain,Clearing in the afternoon.
partly-cloudy-day,2023-02-24,12.6,44.4,--,Becoming cloudy in the afternoon.
rain,2023-02-25,2.5,19.4,"rain, snow",Cloudy skies throughout the day with afternoon rain or snow.
partly-cloudy-day,2023-02-26,6.8,21.7,rain,Partly cloudy throughout the day.
rain,2023-02-27,7.6,20.6,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-02-28,9.3,23.7,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2023-03-01,9,25.6,rain,Partly cloudy throughout the day.
rain,2023-03-02,12.9,20.2,rain,Partly cloudy throughout the day with rain clearing later.
rain,2023-03-03,7.4,24.9,rain,Cloudy skies throughout the day with rain.
rain,2023-03-04,9.6,43.9,rain,Clearing in the afternoon with early morning rain.
partly-cloudy-day,2023-03-05,10.2,32.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-03-06,9.2,15.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-03-07,8.2,42.6,--,Clearing in the afternoon.
clear-day,2023-03-08,6.5,34.5,--,Clear conditions throughout the day.
partly-cloudy-day,2023-03-09,7.7,20.3,--,Partly cloudy throughout the day.
rain,2023-03-10,6.5,16.6,rain,Cloudy skies throughout the day with rain.
cloudy,2023-03-11,5.9,39.8,--,Cloudy skies throughout the day.
rain,2023-03-12,3.1,14.2,rain,Partly cloudy throughout the day with rain.
rain,2023-03-13,6.2,28.7,rain,Cloudy skies throughout the day with early morning rain.
partly-cloudy-day,2023-03-14,3.6,45.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-03-15,5.1,42.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-03-16,9.4,25,--,Partly cloudy throughout the day.
rain,2023-03-17,12.9,31,rain,Cloudy skies throughout the day with afternoon rain.
rain,2023-03-18,8.8,38.1,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2023-03-19,2.8,31.9,--,Partly cloudy throughout the day.
clear-day,2023-03-20,4.7,18.4,--,Clear conditions throughout the day.
partly-cloudy-day,2023-03-21,8.6,15.9,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-03-22,13.1,28.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-03-23,17.8,26,--,Partly cloudy throughout the day.
rain,2023-03-24,12.9,26,rain,Cloudy skies throughout the day with rain.
rain,2023-03-25,8.6,21.3,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2023-03-26,14.3,23.7,--,Partly cloudy throughout the day.
rain,2023-03-27,12.4,17.8,rain,Partly cloudy throughout the day with afternoon rain.
partly-cloudy-day,2023-03-28,11.5,25.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-03-29,11.1,21.3,--,Partly cloudy throughout the day.
clear-day,2023-03-30,8.1,35.7,--,Clear conditions throughout the day.
partly-cloudy-day,2023-03-31,12.1,43.5,--,Partly cloudy throughout the day.
rain,2023-04-01,18,58.1,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2023-04-02,10.6,45.3,--,Clearing in the afternoon.
partly-cloudy-day,2023-04-03,13.3,35.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-04-04,19.3,20.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-04-05,22.5,32.6,--,Partly cloudy throughout the day.
rain,2023-04-06,23.3,44.8,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-04-07,12.7,30.2,rain,Cloudy skies throughout the day with afternoon rain.
partly-cloudy-day,2023-04-08,9.4,30.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-04-09,10.6,16,--,Partly cloudy throughout the day.
clear-day,2023-04-10,11.8,17.2,--,Clear conditions throughout the day.
partly-cloudy-day,2023-04-11,15.7,19.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-04-12,20.9,26.9,--,Clearing in the afternoon.
clear-day,2023-04-13,21.9,17.8,--,Clear conditions throughout the day.
partly-cloudy-day,2023-04-14,20.3,23.3,rain,Partly cloudy throughout the day.
rain,2023-04-15,20.3,21.5,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2023-04-16,21.3,22.2,--,Partly cloudy throughout the day.
rain,2023-04-17,16.9,34.5,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2023-04-18,16,26.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-04-19,15.5,18.3,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-04-20,20.4,16,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-04-21,22,22.2,--,Partly cloudy throughout the day.
rain,2023-04-22,18.9,34.3,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2023-04-23,14.2,28.3,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-04-24,11.6,25.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-04-25,11.7,17.2,--,Partly cloudy throughout the day.
rain,2023-04-26,13.5,21.6,rain,Partly cloudy throughout the day with afternoon rain.
partly-cloudy-day,2023-04-27,15.9,24.9,--,Partly cloudy throughout the day.
rain,2023-04-28,13.4,35.6,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2023-04-29,15.3,17.3,rain,Cloudy skies throughout the day with rain clearing later.
rain,2023-04-30,16.3,31.9,rain,Cloudy skies throughout the day with rain in the morning and afternoon.
rain,2023-05-01,13.7,37.5,rain,Partly cloudy throughout the day with late afternoon rain.
cloudy,2023-05-02,11.9,27.4,rain,Cloudy skies throughout the day.
rain,2023-05-03,11,28.5,rain,Cloudy skies throughout the day with morning rain.
partly-cloudy-day,2023-05-04,12.7,21.6,rain,Partly cloudy throughout the day.
partly-cloudy-day,2023-05-05,15,19.5,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-05-06,16.7,14,--,Becoming cloudy in the afternoon.
rain,2023-05-07,17.3,15.8,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-05-08,21.5,20.2,rain,Partly cloudy throughout the day with morning rain.
rain,2023-05-09,17.7,16.1,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2023-05-10,16.3,12.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-05-11,18.5,19.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-05-12,21.8,19.6,--,Partly cloudy throughout the day.
rain,2023-05-13,20.4,23,rain,Cloudy skies throughout the day with rain.
partly-cloudy-day,2023-05-14,20.2,19.4,--,Clearing in the afternoon.
partly-cloudy-day,2023-05-15,18.2,21.9,--,Clearing in the afternoon.
partly-cloudy-day,2023-05-16,19.9,24.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-05-17,20.2,30.7,--,Clearing in the afternoon.
partly-cloudy-day,2023-05-18,15.7,21.4,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-05-19,18.1,25.1,--,Partly cloudy throughout the day.
rain,2023-05-20,19.4,26.5,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-05-21,20.2,25.3,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2023-05-22,21.3,17.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-05-23,19.5,20.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-05-24,19.9,17.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-05-25,18.6,31.9,--,Clearing in the afternoon.
partly-cloudy-day,2023-05-26,18.3,21.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-05-27,19,23.2,--,Partly cloudy throughout the day.
rain,2023-05-28,19,18.1,rain,Cloudy skies throughout the day with late afternoon rain.
rain,2023-05-29,19.8,27.7,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2023-05-30,18.8,23.1,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2023-05-31,19,14.1,--,Partly cloudy throughout the day.
clear-day,2023-06-01,22.2,17.8,--,Clear conditions throughout the day.
clear-day,2023-06-02,25.3,15.4,--,Clear conditions throughout the day.
partly-cloudy-day,2023-06-03,24.1,27.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-06-04,19.2,21.1,rain,Partly cloudy throughout the day.
partly-cloudy-day,2023-06-05,20.8,20.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-06-06,22.5,25.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-06-07,22.2,25,--,Clearing in the afternoon.
partly-cloudy-day,2023-06-08,20.4,21.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-06-09,20.2,24,rain,Partly cloudy throughout the day.
partly-cloudy-day,2023-06-10,22.9,22.9,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-06-11,25.1,23.9,--,Partly cloudy throughout the day.
rain,2023-06-12,23.7,25.1,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2023-06-13,22,20,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-06-14,22.2,37.6,rain,Partly cloudy throughout the day.
partly-cloudy-day,2023-06-15,23,21.6,--,Partly cloudy throughout the day.
rain,2023-06-16,22.7,37.3,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2023-06-17,23.3,32.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-06-18,24.5,17.8,--,Partly cloudy throughout the day.
rain,2023-06-19,25.2,23.4,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-06-20,24.2,30,rain,Partly cloudy throughout the day with morning rain.
rain,2023-06-21,18.9,38.9,rain,Cloudy skies throughout the day with rain.
rain,2023-06-22,18.1,23.6,rain,Cloudy skies throughout the day with rain.
rain,2023-06-23,21.9,14.9,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2023-06-24,25.3,16.2,rain,Partly cloudy throughout the day with morning rain.
partly-cloudy-day,2023-06-25,27,21,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-06-26,27.1,23.2,rain,Partly cloudy throughout the day.
rain,2023-06-27,23.4,26.4,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2023-06-28,23.7,25.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-06-29,24.3,15.8,--,Partly cloudy throughout the day.
rain,2023-06-30,24.5,24,rain,Partly cloudy throughout the day with rain.
rain,2023-07-01,25.1,20.2,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-07-02,27,20.2,rain,Partly cloudy throughout the day with early morning rain.
rain,2023-07-03,27.9,24.9,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-07-04,27.7,21.6,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2023-07-05,28.2,24.4,--,Partly cloudy throughout the day.
rain,2023-07-06,27.6,21.8,rain,Becoming cloudy in the afternoon with afternoon rain.
rain,2023-07-07,26.9,17.2,rain,Becoming cloudy in the afternoon with afternoon rain.
rain,2023-07-08,27.1,31.2,rain,Partly cloudy throughout the day with rain.
rain,2023-07-09,25.3,22.7,rain,Partly cloudy throughout the day with afternoon rain.
partly-cloudy-day,2023-07-10,25.9,20.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-07-11,27.2,16,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-07-12,27.9,19.6,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-07-13,29,28.1,--,Partly cloudy throughout the day.
rain,2023-07-14,27.1,23.5,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-07-15,26.5,31,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-07-16,26.5,10.8,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2023-07-17,27.6,21,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-07-18,27.8,17.6,--,Clearing in the afternoon.
rain,2023-07-19,26.5,15.4,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2023-07-20,27.4,17.4,--,Becoming cloudy in the afternoon.
rain,2023-07-21,26.3,41.4,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2023-07-22,25.6,19.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-07-23,26,20.3,--,Partly cloudy throughout the day.
rain,2023-07-24,26.1,18.3,rain,Partly cloudy throughout the day with morning rain.
rain,2023-07-25,26.4,15.9,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2023-07-26,26.3,23,--,Partly cloudy throughout the day.
rain,2023-07-27,29.3,30.1,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-07-28,29.9,24.5,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-07-29,27.6,47,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-07-30,26.2,21.5,rain,Partly cloudy throughout the day with early morning rain.
rain,2023-07-31,25.2,21.8,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2023-08-01,23.4,20,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-08-02,23.7,17.8,--,Partly cloudy throughout the day.
rain,2023-08-03,22.3,36.1,rain,Partly cloudy throughout the day with rain.
rain,2023-08-04,22.7,30.6,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2023-08-05,25.6,14,rain,Partly cloudy throughout the day.
rain,2023-08-06,25.8,23.3,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-08-07,25.5,56,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-08-08,25.6,37.9,rain,Clearing in the afternoon with early morning rain.
partly-cloudy-day,2023-08-09,26,21.4,--,Becoming cloudy in the afternoon.
rain,2023-08-10,25.4,24.2,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2023-08-11,26,14.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-08-12,27.3,24.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-08-13,28.8,26.2,--,Partly cloudy throughout the day.
rain,2023-08-14,26.8,21.4,rain,Partly cloudy throughout the day with rain.
rain,2023-08-15,26.8,19.8,rain,Partly cloudy throughout the day with rain.
rain,2023-08-16,26.1,19,rain,Becoming cloudy in the afternoon with early morning rain.
partly-cloudy-day,2023-08-17,26.9,20.4,--,Partly cloudy throughout the day.
rain,2023-08-18,25.7,25.7,rain,Partly cloudy throughout the day with early morning rain.
clear-day,2023-08-19,23,17.6,--,Clear conditions throughout the day.
clear-day,2023-08-20,24.9,19.6,--,Clear conditions throughout the day.
partly-cloudy-day,2023-08-21,27.7,17.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-08-22,25.8,25.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-08-23,23.2,21.2,--,Becoming cloudy in the afternoon.
cloudy,2023-08-24,24,22.8,--,Cloudy skies throughout the day.
rain,2023-08-25,27,28.5,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-08-26,28.1,23.6,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2023-08-27,27,22.8,--,Partly cloudy throughout the day.
rain,2023-08-28,24.3,17.3,rain,Partly cloudy throughout the day with rain.
rain,2023-08-29,24.6,22.2,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2023-08-30,26.3,26.4,rain,Partly cloudy throughout the day.
partly-cloudy-day,2023-08-31,23.2,30.4,--,Partly cloudy throughout the day.
clear-day,2023-09-01,21.8,17.3,--,Clear conditions throughout the day.
clear-day,2023-09-02,22.7,20.7,--,Clear conditions throughout the day.
partly-cloudy-day,2023-09-03,27.4,16.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-09-04,29.8,19.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-09-05,30,19.7,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-09-06,30,12.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-09-07,29.1,18.6,--,Partly cloudy throughout the day.
rain,2023-09-08,27.4,21.7,rain,Partly cloudy throughout the day with rain.
rain,2023-09-09,23.6,32.3,rain,Partly cloudy throughout the day with rain.
